image,label
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 5\171206_055041045_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 5\171206_055041045_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 6\170927_064709283_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 6\170927_064709283_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record003\Camera 5\171206_054533624_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record003\Camera 5\171206_054533624_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 5\171206_054841765_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 5\171206_054841765_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record006\Camera 5\170927_064505448_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record006\Camera 5\170927_064505448_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record004\Camera 6\170927_064251977_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record004\Camera 6\170927_064251977_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 6\170927_064612185_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 6\170927_064612185_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record004\Camera 5\171206_054630143_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record004\Camera 5\171206_054630143_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054114146_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054114146_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 6\171206_054850285_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 6\171206_054850285_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record002\Camera 6\171206_054314477_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record002\Camera 6\171206_054314477_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054156376_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054156376_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record003\Camera 6\171206_054537554_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record003\Camera 6\171206_054537554_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record005\Camera 6\170927_064337370_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record005\Camera 6\170927_064337370_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record002\Camera 5\170927_063954653_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record002\Camera 5\170927_063954653_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record007\Camera 5\171206_055207664_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record007\Camera 5\171206_055207664_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054036359_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054036359_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054026967_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054026967_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054124133_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054124133_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record003\Camera 6\170927_064048185_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record003\Camera 6\170927_064048185_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record002\Camera 5\171206_054327097_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record002\Camera 5\171206_054327097_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 6\170927_064626073_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 6\170927_064626073_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record003\Camera 5\170927_064045434_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record003\Camera 5\170927_064045434_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 6\171206_055033115_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 6\171206_055033115_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054029694_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054029694_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record003\Camera 6\170927_064041635_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record003\Camera 6\170927_064041635_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 5\171206_054859148_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 5\171206_054859148_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record005\Camera 6\171206_054711596_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record005\Camera 6\171206_054711596_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054146239_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054146239_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054019291_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054019291_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054036864_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054036864_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record002\Camera 5\171206_054323719_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record002\Camera 5\171206_054323719_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record003\Camera 6\171206_054522882_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record003\Camera 6\171206_054522882_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 6\171206_055033359_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 6\171206_055033359_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record003\Camera 6\171206_054535589_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record003\Camera 6\171206_054535589_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record007\Camera 6\171206_055152862_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record007\Camera 6\171206_055152862_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record006\Camera 5\170927_064517994_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record006\Camera 5\170927_064517994_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record005\Camera 5\171206_054727848_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record005\Camera 5\171206_054727848_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 6\171206_055044235_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 6\171206_055044235_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record007\Camera 5\171206_055128713_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record007\Camera 5\171206_055128713_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 6\171206_054937279_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 6\171206_054937279_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 5\170927_064721054_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 5\170927_064721054_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054010606_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054010606_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record003\Camera 5\170927_064040587_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record003\Camera 5\170927_064040587_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054015049_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054015049_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record006\Camera 5\170927_064453395_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record006\Camera 5\170927_064453395_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054139373_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054139373_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record004\Camera 6\170927_064217538_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record004\Camera 6\170927_064217538_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record003\Camera 5\171206_054539519_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record003\Camera 5\171206_054539519_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record003\Camera 6\171206_054509765_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record003\Camera 6\171206_054509765_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 5\171206_054830494_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 5\171206_054830494_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054022321_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054022321_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record005\Camera 6\171206_054743643_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record005\Camera 6\171206_054743643_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 5\170927_064723587_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 5\170927_064723587_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record003\Camera 5\171206_054344037_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record003\Camera 5\171206_054344037_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record003\Camera 5\171206_054507793_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record003\Camera 5\171206_054507793_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054018584_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054018584_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record002\Camera 6\170927_063955686_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record002\Camera 6\170927_063955686_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record004\Camera 5\171206_054616344_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record004\Camera 5\171206_054616344_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record004\Camera 5\170927_064230166_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record004\Camera 5\170927_064230166_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054108570_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054108570_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record001\Camera 6\170927_063849363_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record001\Camera 6\170927_063849363_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record006\Camera 6\170927_064442029_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record006\Camera 6\170927_064442029_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054018584_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054018584_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 6\170927_064600683_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 6\170927_064600683_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 5\171206_054845031_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 5\171206_054845031_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054012625_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054012625_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record003\Camera 5\170927_064059451_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record003\Camera 5\170927_064059451_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 6\171206_054832052_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 6\171206_054832052_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record004\Camera 5\171206_054633731_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record004\Camera 5\171206_054633731_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record004\Camera 5\170927_064237665_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record004\Camera 5\170927_064237665_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054016463_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054016463_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 5\170927_064704217_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 5\170927_064704217_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record002\Camera 6\170927_064012510_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record002\Camera 6\170927_064012510_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record004\Camera 5\170927_064201611_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record004\Camera 5\170927_064201611_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record004\Camera 5\171206_054630419_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record004\Camera 5\171206_054630419_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record005\Camera 5\170927_064335034_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record005\Camera 5\170927_064335034_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 6\171206_054835517_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 6\171206_054835517_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record004\Camera 5\170927_064247017_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record004\Camera 5\170927_064247017_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 6\171206_054930107_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 6\171206_054930107_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record004\Camera 5\170927_064248629_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record004\Camera 5\170927_064248629_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record005\Camera 5\171206_054716545_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record005\Camera 5\171206_054716545_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 6\170927_064724034_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 6\170927_064724034_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 6\171206_054825956_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 6\171206_054825956_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record005\Camera 5\171206_054746217_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record005\Camera 5\171206_054746217_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_053954768_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_053954768_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 5\170927_064707197_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 5\170927_064707197_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 6\171206_054956405_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 6\171206_054956405_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054152452_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054152452_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record002\Camera 6\170927_063957105_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record002\Camera 6\170927_063957105_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 5\170927_064632457_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 5\170927_064632457_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054044641_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054044641_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 5\170927_064552589_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 5\170927_064552589_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record005\Camera 6\170927_064406473_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record005\Camera 6\170927_064406473_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 5\171206_054904832_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 5\171206_054904832_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054103185_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054103185_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054055240_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054055240_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 6\171206_054019594_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 6\171206_054019594_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record003\Camera 6\170927_064102987_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record003\Camera 6\170927_064102987_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record003\Camera 5\170927_064041504_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record003\Camera 5\170927_064041504_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record004\Camera 6\170927_064329040_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record004\Camera 6\170927_064329040_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 6\170927_064708538_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 6\170927_064708538_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record007\Camera 5\171206_055111877_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record007\Camera 5\171206_055111877_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record007\Camera 6\171206_055205175_Camera_6.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record007\Camera 6\171206_055205175_Camera_6_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record006\Camera 5\171206_054849007_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record006\Camera 5\171206_054849007_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road02\Record007\Camera 5\170927_064547786_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road02\Label\Record007\Camera 5\170927_064547786_Camera_5_bin.png
H:\ZQ_file\LaneSeg\ImageData\ColorImage\road04\Record001\Camera 5\171206_054022725_Camera_5.jpg,H:\ZQ_file\LaneSeg\Gray_Label\Label\Labels_road04\Label\Record001\Camera 5\171206_054022725_Camera_5_bin.png
